用户名,评论时间,IP属地,评论分数,有用数量,短评内容
英恩,2016-12-30 08:55:43,,5星,27,Charles Laughton的演技只应天上有，连脸上的嘟嘟肉都全是戏！最后看到字幕提示Marlene演这部片时已经56岁时惊呆了，高冷和优雅范儿太完美了。结局倒是没大家评论的那么精彩，几场法庭辩论，快速交叉询问的节奏感才是最棒的啊。
一期一会,2017-03-06 07:04:21,,4星,18,家境贫寒的男孩Ali（Amir Farrokh Hashemian）帮妹妹Zahra（Bahare Seddiqi）取修补好的鞋子时，不慎将鞋子弄丢，为了不被父（Mohammad Amir Naji）、母（Fereshte Sarabandi...展开
blade runner,2023-01-20 15:34:59,北京,5星,62,“she killed him?”“no，she executed him”
noon,2023-04-14 18:51:45,广东,5星,55,“一位深爱丈夫的妻子的证词，没有多少说服力。”
公民奎文,2020-03-28 22:59:57,,5星,98,雪茄可以藏在手杖里，可可也能替换成白兰地；在蓝色的信纸上编造不爱你的谎言，在血红的袖口上洗去你犯罪的痕迹。我瞒过法庭，却在终点做了爱情的伪证，骗别人容易，唯独骗不过自己。当我用匕首刺向你的胸膛，我才意识到，原来，当年那个用速溶咖啡索吻的小伙子，已经不是他了。
阿凡思蜜达,2020-04-24 11:03:35,,3星,44,这个反转给我的震惊，远比不上女主角已经56岁以及本片9.6分这两件事实大
Ann,2016-09-21 22:37:39,,3星,18,被导演和编剧戏耍了的感觉，不不，不是那种智商被碾压的戏耍，而是仿佛黄晓明跳完一曲《Fantastic Baby》，然后靠在法庭的bar前，邪魅狂狷的对你笑说：“女人，满意你看到的吗？”
Lies of Lies,2016-08-13 23:30:57,,2星,16,始终无法进入Billy Wilder的世界：人物塑造太机械，完美节奏带来的是快速遗忘。
不规则动词,2016-12-24 22:08:17,,5星,25,猜到了他们的计策 却没有猜到他们的结局
洪山,2024-02-09 00:45:34,内蒙古,5星,28,如果你看过这部电影，千万不要把它的结局告诉没看过的人，不然他会怪你的。
雾港,2015-05-13 17:14:41,,5星,11,神反转构成一道叙事螺旋线，神演技撑起每处细节几无破绽。即使身为阿婆迷的我猜中了第一层反转，依然被接下来的峰回路转给惊到了。有的电影的好在哪里，众人莫衷一是，而本片的好看绝对是硬通货级别的！
远子,2014-02-20 21:55:38,,4星,24,这结局没法不让人给好评。但我忍不住会想，这样的大逆转真的好么？
