用户名,评论时间,IP属地,评论分数,有用数量,短评内容
Epicentro,2025-01-19 07:55:46,美国,3星,1,三角恋看得我直接睡着，白开水一样地拍真无聊…怎么说呢感觉们茶还是给出了合格表演的，虽然偶然还是有点黑蒜感（ 以及johnny cash几分钟的露脸性张力都秒了im sorry but its true🫥
YuRAY,2025-01-12 09:33:20,美国,4星,1,"远高于我的预期, Elle Fanning 演得真的太好了, Edward Norton 好几次看着镜头讲话都让我看得热泪盈眶."
SAPURI,2025-01-07 10:12:44,英国,2星,1,皇帝的新衣，甜茶的演技
Qtn,2024-12-29 21:49:56,上海,未评分,2,电影进行到中段时意外好看，茶渐渐适应了迪伦这个persona，导演也没有试图解释天才的运作机制，而是用某种庸人视角旁观迪伦——导演不是天才，即便是天才也很难理解其他天才，但普通人面对天才时的态度显然可以被呈现（所以Suze、Pete Seeger和Joan Baez在片中都有动人时刻）。可惜这个视角在最后一幕里没能持续，茶显然也驾驭不住爆炸头迪伦的爆炸气质。我们的时代终究只能放行这么一个PG-13版本迪伦，要真正领略他的魅力，直接去看The Other Side of the Mirror足矣
N1ck在线,2025-01-12 16:45:07,加拿大,4星,1,8/10。不刻意粘连宏大叙事，但也不刻意anti宏大，曼高德真正做到了去拍一个“个体”、只关注“小”。也是，年少成名的天才Bob Dylan哪来跌宕起伏式的挫折，沉浸在金曲的海洋中感受音乐的魅力就好了，看似鸠占鹊巢的感情线也不是简单的书写，利用老片《扬帆》既呼应也暗示，如果忽略掉Joan和她的感情线，Bob和Sylvie之间甚至被拍得极有纯爱感（当然联系现实的话就笑笑），电影最后反而结束在了反高潮式的音乐会嘘声中（反正对于我一个不了解他生平的人来说挺反高潮的）。都说曼高德是行活导演，但偏偏是他这种“去作者性”使得本片看上去一点不会ego（拉踩一下老雷的《拿破仑》）（曼高德这样和格斯范桑特有异曲同工之妙）。三位配角演员诺顿、范宁和莫妮卡巴巴罗过于抢眼，甜茶反而中规中矩。
rainypan,2025-01-02 03:57:48,加拿大,3星,4,没有展现bobby的魅力，也没展现出他的才华、也没展现出时代的背景，只有一个任性的男人和一段三角恋
andarta,2025-01-21 07:14:37,法国,未评分,0,彻底一展歌喉的TC，谁能想到唱的比演得好～
海鸟,2024-12-25 03:20:11,美国,3星,3,"#12/18IMAXEarlyAccessScreening 平庸之作 从此片中看不到任何bob dylan的charisma 醉乡民谣是这片贵替 round of applause to monica barbaro, she’s stunning!"
sheepfield,2025-02-02 08:22:16,美国,3星,0,适合听歌的时节-01/30/25 at AMC Garden State Plaza 16
mozartera,2025-01-02 01:48:03,美国,3星,1,"Really really good acting for a biopic. Watched it on New Year’s Eve and right after I came back from Newport, when I was confused about and eager to unpack lots of feelings."
林日宣,2025-01-03 18:04:09,美国,5星,3,影厅里听茶唱歌感觉非常美妙
薄荷清柚,2025-01-19 23:46:12,黑龙江,2星,0,听你茶的破锣嗓子开了一场翻唱音乐会+烂俗偶像剧爱情，与时代的联结只剩下廉价的变装秀，鲍勃迪伦的音乐脉络、他的生平和心路历程、当时的社会风潮这些统统一带而过，我原本并不了解鲍勃迪伦，140分钟之后除了知道他是个渣男和歌不对我胃口之外依然不了解鲍勃迪伦，传记片拍成这样导演给本尊道歉吧。每个人站出来都比你茶像个演员，结尾跟Woody对视一场戏，你茶被秒的渣都不剩，除了装X之外，我不知道他还做了什么。
寒腿,2025-01-08 14:38:03,美国,2星,1,这个提摩西模仿的口音太搞笑了，唱歌也太难听了吧。根本搭不上Joan。因为提摩西扣两分
素水,2024-12-26 05:16:16,美国,2星,7,@AMC Sunset Place 24. 5. 完全落入窠臼的奥系电影，完全流水账，曼高德根本就是行活导演。从抗议歌手到在新港音乐节给吉它插电唱摇滚抗议民谣观众，迪伦的“抗议”属性是一以贯之的。但本片完全真空的时代表达让迪伦结尾的抗议观众显得严重缺乏说服力。
全自动NinGyou,2025-01-10 06:59:32,美国,5星,3,"甜茶挺适合演一个jerk的。You can be pretty or you can be a freak, but you can't be plain."
逃逸光子,2025-01-01 00:03:49,美国,2星,1,老白男boomer严选
Balding,2024-12-29 04:15:32,加拿大,4星,2,张小斐老师已经开始参演奥斯卡级别的电影了么？
甜味放映机,2025-01-19 02:38:49,英国,3星,2,感觉甜茶应该是研究了鲍勃迪伦，所以模仿了各种口音和小表情。然后看新闻也说这里面70%弹唱都是他亲力亲为，能明显看出这部电影他确实投入了不少，作为甜茶他可以说是尽力而为了。但如果作为一个传记片就蛮…无聊的…鲍勃迪伦那么精彩的人生就拍成…这样？
小羊不亦乐乎,2024-12-28 11:12:20,美国,3星,1,比预期好，甜茶演的bob dylan虽然小身板，但是戴上墨镜顶个爆炸头，还挺像那么回事，毕竟也是大明星架子绝对有的。音乐很好听，心疼诺顿的角色
天才拾荒者,2025-01-19 05:04:34,英国,3星,3,观感：提莫西给这部电影做的唯一贡献就是学了弹吉他，电影导演给这部电影的做的唯一贡献就是去听了鲍勃迪伦金曲汇编。 （edit：每次电影大特写：好僵硬的一张脸，好无神的一双眼
toishiki,2025-01-14 18:41:53,美国,3星,0,5年也不怎么长，但是什么都想拍一点就太贪心了
NidomeAoki,2024-12-29 15:08:06,加拿大,2星,0,非常割裂…一边是dylan倒了什么血霉摊上这么一部传记片，从演员到故事到人物间tension都毫无神韵，拍得这是什么…基本上一到ta们开始演戏的段落就各种扶额，某茶说话和形态也太做作了，就各种什么鬼🤬 而且一群民运斗士也被当成花瓶样真的好意思吗？？ 不过另一边是单纯歌太棒了，dylan以外的也都，想想一开场就This land is your land，还有Joan各种能介绍给下一代也蛮好吧～好几首喜欢的歌各种爆哭完全不需要太多剧情辅助…毕竟歌和歌词本身生命力太强了🌟😭 但随便去看几个音乐现场或者纪录片像Heartworn highways哪怕Nashville那种电影体现出的各种音乐人对音乐的喜爱完全缺失，展现的一些音乐人交集也好生硬，就除了罗列歌单完全没用心把音乐放在重要位置（
Doreen,2025-01-01 14:33:37,美国,4星,0,NYE @AMC
Elio,2025-01-18 23:14:49,英国,3星,4,3.5，甜茶学迪伦说话我真的是一句听不懂
飘零半生丶,2025-01-21 19:38:54,宁夏,3星,2,看完感觉很一般，除去革命性的电吉他演奏外，没什么记忆点，关于涤纶的成名路和不同时期的表现都是一笔带过，不同时期的社会背景和歌曲创作背景也没有深入涉及到，看的时候就像刷了一堆短视频，对于熟悉涤纶的人来说，看完这部电影，非常失望，因为电影里的很多情节都能通过日常的介绍视频了解到，当然电影里对涤纶的个人性格，独立的创作风格，风流的个人生活都有涉及，都只是蜻蜓点水，可惜没有抓住涤纶主要的方面讨论，感觉没啥出彩的地方，也就是主要拍了六十年代涤纶的舞台表演过程，没把他写歌的心路历程拍出来，还挺可惜，摄影剪辑也没啥特别，要说最打动自己的还是涤纶和西尔维亚分别时引用到那段老电影对白，其他方面真的很平淡，没有大学看《醉乡民谣》的那种兴奋感了，勉强合格的商业电影，传记片拍成这样，怕是“冲奥”还差得远吧。
kinder23,2025-01-16 20:22:49,中国香港,2星,0,又是一部让人可惜的流水账，甜茶很用力地学者BD，但这种模仿反而暗淡了他的光芒，也没有显示出原型人物的光芒。2.5
肆捕像,2025-01-24 20:22:04,澳大利亚,4星,0,有一种伍迪艾伦导音乐传记片的感觉，感情戏大于事业戏，但音乐感很好，比较完整，讲的东西也不碎片。另外，这是在悉尼看的。
WalrusTuTu☮,2025-01-16 08:06:33,中国香港,3星,0,午間老年人專場，Monica唱的太好了演的太有魅力了🥺，boyd的這個Johnny cash哈哈哈，電影劇情可看性就那樣吧但我是來聽歌的，小聲唱著唱著它斷了我還在繼續唱就很尷尬，anyway挺好的
盐水丧棒冰,2024-12-29 09:52:47,加拿大,未评分,1,"12/18 IMAX提前点映! 7/10…？ it’s a vibe… 像一个两个小时的ensemble民谣音乐会，因为主要在靠歌讲故事。在想如果不是几乎电影里每首歌我都听过无数遍都能唱了（因为太熟了，让我突然把他们当作一个个叙事的独白有点困难）会不会觉得好看一点，其实也说不定。大家唱的都蛮好的倒是，Monica唱的和Joan Baez太像了，其实所有人都唱的太像了反而有点奇怪，再次因为对这些歌太熟了仿佛在看parody…… anyway, IT’S ALL OVER NOW, BABY BLUE 🎶"
坠落幻觉,2025-01-28 21:32:40,英国,2星,0,【5分】又看另一部好莱坞式的流水账传记片，真好。游移、动荡、三角恋，波折、起伏、小圆满，虽然阳光之下无新事，但电影不能拍得无新意。波澜起伏的时代背景被草草带过，并未与人物产生有效互动，纵然神曲让人激动一秒，但依旧是为了bob Dylon本身而非电影。除了按部就班地告诉观众他的经历，这样的传记片还有什么？能否引起观众哪怕一秒的共情，哪怕一个小切片的体悟？bob Dylon为什么会成为bob Dylon，影片并未给出解答，甚至都没有提出问题，最终变成了无过但也无功的金曲串烧。
VincentP,2025-01-06 08:32:16,美国,2星,0,又臭又长的流水账片，东一榔头西一棒的剧情 越看越莫名其妙
Sparkling_,2025-01-19 07:21:19,英国,3星,1,感觉故事撑不起来两个多小时的时长呢，甜茶的“扮演”感太强了，倒是两个女生都蛮自然。（这个中文译名很不喜欢
🫗,2025-02-08 17:43:19,美国,2星,0,AMC with Adam. 甜茶作为歌手没激情也没气息实在不convincing
玲玖,2025-01-27 07:39:19,英国,2星,0,演自己演的真好
cyberflea,2025-01-21 07:47:56,英国,4星,0,"Great vibe, great music. 看得尸体暖暖的。@ODEON"
Puff,2025-01-26 19:05:06,中国台湾,3星,0,3.75詹姆斯曼高德相隔20年再拍音樂人傳記片，拍的是巴布狄倫，但很意外有《為你鍾情》的強尼凱許來串場，而這個角色也從昔日的瓦昆交給了曼高德近期最常合作的愛將綠葉波伊德霍布魯克扮演，講鄉村民謠果然還是脫離不了強尼凱許以及巴布狄倫。開場想起《醉鄉民謠》，中間一連串民謠演奏看的過程一直有種這其實該由柯恩來拍的想法，巴布狄倫i人的性格，是低調也是反叛，60年代一連串的時代變革，鄉村民謠充當撫慰民心的作用，巴布狄倫站在時代的浪潮極力用歌詞以及歌曲撫慰民心，最後當普通吉他走向了搖滾吉他，鄉村民謠成了過去，他也不再是過去的他，曼高德在流水帳敘事中抓住了時代浪潮與巴布狄倫在演奏上的變化，從民謠走向搖滾，注定會是孤單又叛逆的一匹狼，甜茶的表演合格，民謠歌曲駕馭起來也不俗，但更多驚喜是獨行俠的鳳凰以及艾兒芬妮
whateverulike,2024-12-29 03:53:59,美国,2星,6,"看完对bob dylan 路转黑…默认所有媒体的年度Top电影榜, 如果有《无名小辈》就是收了钱"
牛奶的奶,2025-02-09 13:52:53,澳大利亚,5星,0,"Don’t let’s ask for the moon, we have the stars."
Elio,2024-12-31 18:41:07,美国,4星,3,2024最后一部电影的标记留给最爱的提摩西！影片最多三星，多加一星给甜茶的演技和bob dylan的歌曲。剧情真的实在是太无聊了，全靠bob dylan的歌曲来串场。后来看了timmy和bob的造型对比，真的出神入化。而且居然后来是现场录音！总是能被他的演技打动，演啥像啥。还是我最爱的演员！elle fanning也很美。timmy在采访里说如果这个影片能让年轻人重新爱上bob dylan的音乐那他会很高兴的。回家就一直循环播放timmy唱的soundtrack。
睡玫瑰,2025-02-09 22:22:16,上海,2星,0,非常无聊的传记片，但甜茶的脸稍稍回春了
疾行慢赏,2024-12-27 06:40:42,加拿大,4星,1,艺术家的个性都展现了，蜻蜓点水，可总是少点触动，回头一看，这片名不就是最好的点题。老先生今年来多伦多也是唱的新歌，一辈子就这么个性，也是有点传奇了。
jeanyoo,2025-02-08 15:09:02,英国,3星,0,又续上了odeon会员卡畅看。Joan Baez（演得）太有气质了。怎么看迪伦都是甜茶甚至戳爷，不管他怎么努力黏着嘴说话，大概就是演员上太多综艺的坏处。
布吃魚の貓,2025-01-20 12:24:13,美国,3星,1,对Bob Dylon的了解仅限于知道有这么个人所以无法评价内容 但没想到甜茶吉他弹唱水平还挺可以的 另外这电影可真够长的 跟约会对象过去这三个月内看了四五部电影 这是第一次把一桶爆米花都吃光了
LD,2025-01-24 07:55:51,英国,3星,0,3.0 没有给撒旦签契约算什么传记片
小菜将学会做菜,2025-02-10 01:53:07,福建,4星,0,歌都非常好听。以及在后半段重新爱上甜茶的脸。
下午三點,2024-12-26 14:03:56,美国,3星,1,故事讲的就挺稀碎的
小乔,2025-02-04 10:55:10,北京,2星,0,这么无聊的电影，大可不必被拍出来
涌着爱面朝沧海,2025-01-21 23:44:11,菲律宾,3星,5,三颗星全部给高密度的音乐。电影本身节奏松散、故事凌乱、叙事啰里八嗦……以及甜茶顶着那一张毫无表情的脸，咱也看不出他在演谁……
纸躯,2024-12-25 13:13:17,加拿大,3星,1,Christmas Eve满座电影，鲍勃迪伦的人生节选。好多好多的歌好碎片化的剧情。Cineplex.IV.
冷漠.jpg233,2025-01-18 12:17:52,美国,3星,1,看着留不下什么印象的电影。一个落魄青年就magically变有名，然后乱睡两个女人。甜茶真的很帅，这部的演技很不错，就是口音让我没字幕看的有点痛苦
五大湖口设计费,2025-01-05 14:15:16,美国,3星,0,甜茶真的好像dylan，说话含糊不清演的真好
Rêveurs,2025-01-24 11:34:17,河北,3星,0,无聊传记剖析人物抓错重点了hhh
阳光新事,2025-01-10 15:01:55,美国,3星,0,好平好无聊，也就甜茶的脸能看一看歌能听一听。
