用户名,评论时间,IP属地,评论分数,有用数量,短评内容
红酒与谋杀,2024-12-20 15:51:35,湖北,1星,70,IMAX版。零分，烂瞎了，巴里詹金斯这饭恰的也太难看了吧。19版前作已经证明了这种拟真主义对于观众同位移情作用的伤害，这个续作的出现更是说明众人就是奔着恰烂钱的目标去的。这种工业垃圾，导演是谁根本不重要的，既然你是奥斯卡得主，那就把你的名字当个金字招牌挂一挂好了（btw没想到歌也能这么难听，救命啊
马逢春,2024-12-21 17:13:45,湖北,2星,37,嫡子刀疤发卖你们所有狮🫵🏻
Bonnie0220,2024-12-21 20:02:40,天津,5星,15,本以为是借着这个IP来圈钱的，没成想，圈到了我这个老粉的心。虽是时隔这么久的续作，但情节新颖，稳扎稳打，几次让人心潮澎湃。在这里，把第一部人物的背景关系都交代清楚了，里面不乏有很多细节还致敬了经典的画面。imax影音和新的动画技术把视听效果推向了新的巅峰。非常可以，值得推荐！
Linn,2024-12-22 05:57:36,英国,3星,34,刀疤好可怜… 为啥不能让他们毛长齐了呢。。。半秃的青年狮们还没大反派白狮帅气
一路有妮,2025-01-04 15:55:25,四川,4星,6,完全可以拍成独立完整的木法沙电影，而不需要靠丁满彭彭来听故事回忆，观众反而容易出戏
残花,2024-12-20 13:57:30,浙江,3星,7,木法沙国王成长之路、刀疤黑化之路、山魈成仙之路，还有祭坛出现之路，蛮刻意的哈哈哈！兄弟两人从结识到分裂，虽然对刀疤的刻画是胆小怕事，但是却因为三角恋而最终黑化太童话色彩了。这一部对面部表情作了一定调整，更生动了，不像上一部为了逼真，没有细腻的情感表现。但是毕竟都是动物，上一部就一头狮子主角，这次三头，即使做了一些色彩上的区别，有时候人脑还是会先去分辨一下角色，这个时候就出戏。部分长镜头的运镜好晃啊。
焱返,2024-12-25 20:47:33,福建,3星,4,穿过东非大裂谷翻过乞力马扎罗山就是伊甸园。为了把传统父承子继故事改造得符合时兴口味，也是付出了很多努力。木法沙跟着母系社群学习各种捕猎技能。对公狮的描述也很直白，“躺着就能统治世界”、“欺骗也能成就国王”。辛巴的子世代，是个“长公主”，女儿继承祖父遗志，在荣耀石上对天咆哮。但以狮子做主角，就无法规避自然界野兽规律，长公主会有个弟弟，总要是雄狮做国王，所以改编这种ip，其实逐渐没有必要。山魈拉飞奇反映现在“灵性”话题已经很主流，“灵性导师”，冥想、瑜伽、探索潜意识，相信梦境的显化。很明显的种」族相关话题，白狮群也是某种“白色恐」怖”，二战的联想，俄/乌战争。木法沙做的新王，是命运共同体的领袖，王子和流浪儿、狮子和山魈都是兄弟。大洪水的经典神话隐喻。没有把刀疤塔卡设计成纯恶，显得这个角色最有层次
格里高尔,2024-12-29 23:58:55,江苏,3星,2,类似擎天柱和威震天那样的前史，前三分之一有让我热泪盈眶的地方，主要是同情幼年塔卡无法预知的悲惨成年，总体来看，还是木法沙亏欠刀疤多一些，不在于做了什么，而在于缺少电影可能无时间呈现的“沟通”。讲故事的氛围虽好，形式却把节奏搅得乱七八糟，结尾尤显突兀，倒是木法沙更绝情，应该给刀疤更多戏份，这个角色最终选择以阴阳怪气来保护自己，是很有魅力的设定。可能是儿童片属性的缘故，整部电影都没出现真正的猎，连食都回避了，狮子们都像吃了辟谷丹的道士，嗅觉也只闻过花香一样。猎食其他动物的狮子，怎么就成了国王呢？怎么还能发动肉块们为自己而战呢？但反观现实，不也还是肉食者上位，狮子王的童话未必不是一种伪善的写实。
stellazhangcr7,2024-12-21 10:03:07,福建,2星,34,这是个啥啊，角色单薄，剧情幼稚，逻辑很难自洽，我开始同情刀疤了，莫名其妙就被一路开挂的玛丽苏抢走了风头。大家现在不愿意看两女抢一男的雌竞，也不想看两男为了一女反目成仇的雄竞！两分给视效。
肥豆,2024-12-20 10:29:05,云南,1星,51,配上国语，完美构成一场灾难。2024 最糟糕的院线体验
巨星泡饭,2024-12-29 01:58:35,广东,3星,7,防脸盲要点：棕黄毛是木法沙，灰白毛是刀疤塔卡
可可,2024-12-21 23:13:54,上海,3星,11,出了电影院开始搜索：狮子会游泳吗？狮子会爬树吗？狮子会得白化病吗？
背锅侠铁罐罐,2024-12-21 10:19:45,北京,2星,24,木法沙OOC我都忍了，通篇都是幼仔和半大青年狮子的形象不能忍！！！毛都没长齐！！！我要看木法沙爸爸全盛时期拥有超蓬松鬃毛的形象！！！！！扣一星不及格！！！！！反派的新歌害挺别致有趣，其实不带脑子看得还是挺欢乐的，小狮子好萌想rua，大狮子打架很帅，剧情就不要细想了，原动画因为剧本其实是哈姆雷特所以人物和剧情逻辑套用在动物身上已经很牵强了，这部更是看得我一脑门问号，我要是荣耀国的食草动物我就把狮子全赶跑，并不会给发放三个好狮子名额（。
武侠小王子,2024-12-30 13:23:22,江苏,4星,0,一部全程卖萌的电影。
韦斯安徒生,2024-12-20 16:48:51,北京,2星,27,国配版让本就不太好看的电影彻底沦为了喜剧，动物们一开口唱歌，我就想到《小丑2》里华金对嘎嘎掏心掏肺的那句“不要再唱了！”
裴玄,2024-12-21 17:26:08,云南,2星,26,最支持刀疤弄死木法沙的一集。既然木法沙是注定成为王的史诗英雄，那么刀疤要么永远追随要么和木法沙你死我活，但是刀疤在本片中哪怕是叛变也没有一丁点高光的地方，救木法沙是命中注定，试图当反派也没有能对抗木法沙的实力，所谓的王子比工具人还像垫脚石，都是失去一切但是英雄注定比凡人高贵，这样的英雄绝对令人厌恶——怎么敢把木法沙整成这种样子？搁这反向洗白刀疤呢？
Lady Raven,2024-12-28 21:54:34,四川,3星,5,木法沙和刀疤的起源故事，但感觉反目的有点不至于，刀疤的结局有点惨，木法沙也过于天选之子，让所有动物团结的过于迅速了。几首新歌都不是很抓耳，老歌基本只剩下Circle Of Life的背景音，虽然听到的时候依旧很感动，出现打破第四面墙的台词还调侃了音乐剧可还行hhh
分派电影,2024-12-25 23:10:49,黑龙江,2星,1,睡着2次，镜头旋转的脑袋疼，还以为在看MTV
荆棘,2024-12-25 10:50:32,美国,4星,2,如果删去彭彭丁满的部分剧本节奏原本非常好的，尤其刀疤整个人物塑造完美，到最后居然让人非常能共情，丰满程度比木法沙要好太多。但是各种突兀的大特写360大回旋加上突如其来的大广角镜头是在搞笑吗......剪辑也是跳来跳去的乱切，迷之有一种钱全花在做特效上其他部门就凑合凑合得了的感觉。anyway期待不高，反倒觉得不错，尤其麦叔大白狮全片最帅还惊喜献唱一曲
总有蓝天,2024-12-21 17:30:38,山东,1星,10,一场备胎破防引发的血案
Peter,2024-12-21 11:38:13,云南,3星,6,后面的剧情转的太生硬了，前期木法沙和刀疤少年时候的故事讲的也不够深
Ciciaego,2024-12-20 16:15:48,四川,3星,15,名字是Mufasa，其实讲的是刀疤，讲的是阶级与归属，以及circle of life这个主题。但为了扣题，后半段落入俗套（特别是三角恋），有点失望。
寒鲲,2024-12-22 21:43:32,广东,5星,3,剧情方面真是一股子浓郁的欧洲中世纪王子历险传奇味道，也算是西方文学中的经典套路了，尤其是塔卡刀疤化过程中天的那种缺陷性格，与木法沙那童年坎坷后的近乎完美形成拧巴且纠缠的交织与冲突，幸好全员动物玩不了什么政治正确。视觉、音乐、节奏等各方面都是一如既往的迪士尼质量，发从肉出，拟真性极强，堪称业界标杆了。白狮的设定、刀疤的来历、拉飞奇的经历算是难得的惊喜，彭彭丁满的吐槽也是妙笔，尤其是版权那里，公然自嘲自家是地表最强版权捍卫者，只有迪士尼了
人九海海,2024-12-20 12:24:53,美国,未评分,26,咱就是说 刀疤儿应该单独拍一个
Xxin,2024-12-20 14:22:58,北京,2星,30,又名：《草原上的燃冬：再见雄狮爱人》。沙拉碧，你周冬雨啊？！
