用户名,评论时间,IP属地,评论分数,有用数量,短评内容
徐若风,2013-05-12 13:12:28,,5星,172,皮克斯最好的动画电影。
梓,2021-06-23 09:00:23,,5星,147,“I don't want to survive，i want to live！！”
阿vi子,2017-09-08 22:23:34,,5星,253,瓦力瓦力瓦力……伊娃伊娃伊娃……
谢谢侬,2021-02-27 21:46:37,,5星,136,WALL  E 本不知道孤独，直到他遇见了EVA
苏醒醒,2017-01-07 22:31:47,,5星,156,喜欢瓦力和伊娃 在太空滑翔的那段好温暖浪漫  瓦力从新捡起记忆卡想起伊娃的时候  那段好感人 泪目了  喜欢瓦力收藏的小屋还有那个古老的唱片  小强在里面是牵线的人吗哈哈   太空飞船里面的机器医卫士也是好萌呢~   不过这部电影的初衷应该是呼吁人们要珍惜资源保护地球…
子安,2008-09-15 12:30:10,,2星,17,直到Eve出场前都蛮好看的。
刘玥,2009-10-06 01:47:54,,5星,148,wall-e: 除了你的名字什么都不必说
朝暮雪,2012-08-07 15:43:34,,4星,134,再卑微也可以拥有爱情。
行,2012-10-05 23:59:09,,5星,112,每个人感动的地方是不一样的。当我看到瓦力认认真真拾掇他那些宝贝——无非瓶瓶罐罐一次性叉子等等一般人眼中的废品——的时候，就特别的感动。是吧，如果每个人都懂得珍惜，这个世界该多么美好，无论物质的还是情感精神的。遇到珍惜你的人，无论物还是人，都是幸福的。
木鱼水心,2009-09-09 12:58:02,,5星,85,几年来最好看的动画片，兼具日本动画和美式动画的好看之处。
薇羅尼卡,2008-09-07 16:30:48,,4星,64,爱情让每个“人”卓尔不群
大耳朵,2022-10-04 14:24:33,黑龙江,5星,92,他生活在垃圾堆、与蟑螂做朋友。却总是仰望星空，渴望着最真挚的感情。这是有史以来最浪漫的好莱坞动画电影。
橐龠,2018-01-17 22:23:06,,4星,68,超级感动的，我得静会儿呀，不行了，啊啊啊啊啊啊啊啊啊啊
Rosemary,2022-04-06 08:18:21,,5星,77,竟然一直没看过这部片子，什么狗屁翻译，总动员你马呢。看的时候加上看完都处在难以言喻的震撼之中，最震撼我的是walle开头自己收垃圾和eva短暂关机时候他拉着她到处走的情节，那巨大的孤独感从屏幕里冲出来包围了我。
私享史,2009-07-29 23:24:26,,4星,63,技术上似乎没有比Ratatouille更出彩，虽然有ILM的帮忙。台词一直是Pixar的强项，这回想向默片叫板？故事本身太简单，没台词点缀就有些寒碜了吧。片尾秀一把2D动画有点向美术致敬的味道。本片一项安尼奖都没拿到，Ratatouille当年可是横扫九项，还是Remy更有爱哈～
天然呆,2017-03-17 14:15:30,,5星,122,美国拍的动漫果然是给成年人看的，非常好，欢乐中伴着泪水
小海,2012-05-14 21:11:58,,5星,108,一部九十分钟的动漫，讲了一个有关友谊，孤独，爱情，冒险，英雄，反抗的故事，宣扬了环保的理念，播撒着理想主义的绿色种子，童真而美好，惊险又浪漫。不得不说，这部电影之下的热土孕育了它的成长。PS.片尾曲两分钟的简笔漫画也很有看头！
唐小万,2013-07-28 22:05:43,,4星,61,瓦力像伍迪艾伦｡◕‿◕｡喜欢那个强迫症清洁机器人
CharlesChou,2011-12-12 21:12:15,,5星,50,总动员你大爷！！！！！！
我的苦難史30天30夜也講不完,2009-02-18 20:11:12,,未评分,212,那小眼神太可爱了～
Ocap,2014-04-02 22:13:48,,5星,66,最爱的动画。宇宙仍辽阔，历史仍轮回。但有一线生机，如那株绿草。机器，可为皮囊一种。
婷婷爱八卦,2017-12-29 15:47:19,,4星,63,纯情的机器人🤖️！有时觉得机器人的世界好单纯啊，可也是那么无力
顾俏乜,2017-07-06 20:17:58,,4星,105,I don't want to survive. i want to live。
青简,2010-06-09 19:24:49,,5星,84,爱与生命无关
闫妮,2016-09-28 09:44:38,,5星,24,萌萌的机器人 也可以找到自己的真爱
元宝宝,2017-03-12 16:13:08,,4星,36,冰冷的机器世界里，也不乏温情和感动！这就是动画片的魅力！
大志的小耳朵,2016-12-29 20:30:39,,5星,26,好看，很感动非常优秀的动画片，经典。
大头绿豆,2008-10-05 07:18:56,,4星,37,如果看的是DVD，画面应该很好。故事不像我想象的那么好，细节比我想象的要好。
小痕呀,2017-04-01 22:57:46,,4星,22,又萌又可爱的动画片，轻松有趣，全程笑个不停，里面的科幻色彩也很浓厚。
LEMON,2017-06-29 16:45:43,,4星,18,很有爱的动画片，好看感人，歌曲也很好听
红豆♥,2015-09-04 15:40:45,,5星,56,路过太阳的时候充电板快爆了吧……
苏幼,2017-03-21 16:27:51,,4星,24,好看，好看，真的好看，还挺感人的
纤纤,2017-03-29 21:57:35,,5星,25,它是…守护者
旅途人生,2016-07-16 11:53:46,,3星,78,这是一部有关环保与爱情以及科技的电影，电影以若干年后，环境破坏为背景，清理机器人的遭遇和伊娃的爱情故事，展现了环境污染，通过公理号的遭遇讲述了因为科技发展，我们而变得慵懒，展现了可以给我们带来便利时，同时也带来了新的问题，也讲述了两个机器人之间唯美的爱情故事，很温馨。
Kaito,2008-07-28 15:54:27,,5星,33,名字相反的搞笑二人组。又一个乌托邦，胖子乌托邦。最后那段奥德赛式的配乐实在是……难道还是这些没生命的东西让人感动吗？
汪金卫,2009-08-29 19:09:10,,5星,32,20160619【上海电影节展映】终于看了大银幕巨幕版。我知道我会哭但没想到会断断续续哭了20多分钟，痛哭流涕那种。瓦力与伊娃的感情真的直击我心。瓦力的执着可爱真是太萌。大银幕看到很多容易忽视的细节。对2001的致敬也更明晰。总之，世界上能有这么一部动画片，真是太美好了。六星神作
Mercury,2022-04-13 21:42:59,,4星,50,“可是我不要生存，我要生活！”多像疫情时代被封控的人们的内心心声啊……
我lu不会飞,2017-02-16 20:48:56,,4星,20,看完了真的值得深思，很有深意。
连城易脆,2015-07-15 09:42:13,,5星,34,这电影最大的缺陷就是不该翻译成XXX总动员，直接叫《瓦力》就好多了...质感非常好，思想内核又特别高级...
曾于里,2011-08-04 21:52:20,,5星,19,23年来看过的第一部动画长片。wall e 太有爱了。
草莓__三月,2017-03-14 00:45:03,,4星,15,好看好看超级好看，重要的事情说三遍，真的很值得看的一部电影。
野生戏精⁵¹⁰,2023-04-20 22:35:45,江苏,5星,36,四爱经典。
学会忘记和放弃,2024-06-29 10:03:36,福建,5星,33,当年在天涯论坛，大家都热衷讨论真理号和伊娃，我唯独对影片开局十分钟瓦力认真而孤独工作的场面感到震撼。
梦里诗书,2015-01-25 19:12:09,,5星,33,皮克斯动画下的《机器人总动员》已不仅仅只是孩子的童话，电影即便没有那精湛的特效，这依旧是一场足以直抵心灵的佳作，环境保护的立意，对乌托邦的反讽，于此宏观之下机器人瓦力的落足，令人看到了对生活与爱情执着追寻的感动。
梦梦梦梦,2017-04-12 23:14:21,,4星,18,虽然是个动画片，但是还挺好看，挺感人的。
adakenndy,2015-10-10 14:30:36,,5星,24,两个机器人也可以演绎这么精彩的篇章，对未来的人类退化已经讽刺的相当幽默。WALLE是一个浑身散发着遥远的乡下星球的泥土味（还有垃圾味）的破旧机器人，但它成功追求到了心中的女神——最高科技的代表作品、珠圆玉润身怀绝技的EWA。
铃儿响叮当,2017-02-11 15:32:54,,3星,78,动画片我本来是拒绝的，但里面的配音意外的感觉很萌！剧情我觉得一般啊，居然豆瓣给这么高的分，有点不理解
有心打扰,2011-01-01 22:58:06,,5星,21,不管你去了哪里，我都要找到你，然后牵着你的手，最后跟你在一起。
🐈,2017-03-18 14:34:55,,4星,15,我不要只是生存、我要活得有意义。这个动画片真的很好
撒旦的表妹,2014-04-05 22:55:47,,5星,30,walle好萌，有洁癖的mo更萌！好喜欢！前半部分一直看的眼泪汪汪，后面真的好治愈，walle跟mo打招呼的时候快被mo萌哭了！
艾伊达Ayda,2017-03-18 15:17:04,,4星,13,挺不错的动画片，保护环境迫在眉睫啊
凉尔,2024-06-14 01:02:15,江苏,5星,22,它攒了多久的宝贝才迎来了第一个客人，就是这样，想分享一切有趣的事物。我需要太阳能，我想你也需要，不过需要晒得久一些而以。而我，会一直陪你，去未知的太空，因为那你有我的朋友：伊娃。而你，瓦力，不要忘了我……
海鲜高汤面,2017-04-12 20:10:21,,4星,10,成人动漫电影，挺感动。
太常寺协律郎,2017-09-15 20:05:40,,5星,28,又一次看哭......Walle去牵eva的手的时候.......世间最美好不过如此了。
杨迪,2009-12-17 01:24:16,,5星,33,萌死
sharon,2011-07-28 23:02:45,,5星,13,最喜欢的动画电影之一，没有过多的台词，却很吸引人。瓦力和伊娃在太空里的那一段画面太美了!
红豆粥,2017-05-15 21:59:42,,5星,16,看一次哭一次的神剧！ 明明都知道情节 还会跟着哭！
Vamei,2008-11-14 14:06:16,,4星,21,在冰冷冷的太空中，有什么比谈一场浪漫的恋爱更让人温暖的呢？
Chris  一切由无聊开始,2008-09-13 15:02:35,,2星,14,"完全不符合科学逻辑的机器人电影，我怎么看怎么别扭。又不能算是童话。有些细节比较注意，但是基本没什么意思，只能算闹剧。如果说稍微有点好的话，应该算是在戏剧冲突情节推进方面的娴熟，但也只能算技术层面，好莱坞电影在这方面一向不错,所以这不能算是突出的优点。煽情方面也比较俗，都是些百试百"
花落  思量错,2017-04-12 21:52:40,,4星,15,小屌丝儿追求白富美的故事，还挺励志的，瓦力的声音也很特别。喜欢
杨大志°,2017-04-19 23:26:16,,4星,12,好感人，瓦力很可爱啊
丑小鸭cxy,2018-03-22 16:08:59,,4星,19,讽刺意味十足，就像我看过一副漫画一样，未来的人类会进化成猪一样的生物，肥胖脑萎缩成猪脑一样大小，好多影片都反应了智能机器控制人类，这部也不例外，值得人类思索。
途经一个你,2017-07-04 14:44:12,,4星,9,好可爱啊 陪伴才是最长情的告白
[己注销],2009-09-24 11:57:54,,3星,25,一般，不像很多人捧的那么高，也没有某些人贬的那么低，三星半产品。剧情很老套，这种类型看得太多实在有够厌倦
然悔悟,2017-11-30 09:26:00,,3星,42,相比于一般的动画电影来说有些无聊
lichol,2017-04-27 11:39:52,,4星,13,人类在这个片子里面是处于完全被嘲笑的位置。
波波维奇,2018-04-07 11:26:22,,4星,13,中文译名总是那么囧，虽然全片没有几句台词，但是真好看，皮克斯最好的动画电影。
