用户名,评论时间,IP属地,评论分数,有用数量,短评内容
Delphinus,2024-11-24 07:56:06,英国,3星,40,三星半～两年前在伦敦西区看过音乐剧，当时觉得还不错，但也没有非常震撼，和我最喜欢的The Phantom of the Opera还是无法相提并论的。这回看电影版，演员的表演和唱功无可挑剔，场景和服装也都很精美，但剧情进展太慢，将近三小时才把故事讲了一半，要知道音乐剧整场也才三小时，而且Glinda的戏份似乎过于长了，也许是为了吸引更多A妹的粉丝吧。总体来看是部三星的电影，舞会那段还是有被感动到，为此加半星～
Captain_C,2024-12-06 23:36:12,浙江,1星,217,最大最大的bug是A妹一句话就洗白，然而她全程都是居高临下的怜悯，而并非是设身处地的同理心，所以她们的友谊完全站不住脚。电影剩下的看点只剩Cynthia的歌声、Jonathan的翘臀、和A妹的小品。
四两命,2024-12-08 13:54:40,上海,4星,73,缺点都很明显我都知道但是到最后一幕也太好看了😭看到最后还能不为所动的人好可怜，灵魂从未反抗过重力却也不知自己正在被困囿着。最后一首歌太好听了！她，在决定成为女巫的那一刻，力量赋予了她最动人的美丽！以及，这部片怎么能在这里上映的，是不是真的以为这里所有人都看不懂啊？？！感觉是一种很适合小时候就看过长大再细细理解其中的含义的看上去很幼稚其实可以奠定一个人世界观的故事，好希望我小时候看过这部😭
LaLaLand 1972,2024-11-24 12:26:03,澳大利亚,5星,443,很好看的音乐剧，本来就是改变音乐剧，还嫌弃剧情简单？剧情复杂的音乐剧谁要看啊。欣赏不来的高贵的野鸡可以在出租屋里看自己的文艺片
Amelia,2024-12-01 04:22:05,英国,4星,110,我觉得挺好看的，刚开始也担心时长注水，但实际上没有感觉很拖沓，反而因为细节交代的很清楚，情节推动和情感表现的动机很充足，结束的时候整个电影院都在鼓掌，并没有有的人说的那么差
娜塔,2024-12-02 21:55:17,美国,2星,74,粉女把备胎踢给我妹，我就要感恩戴德地与她分享事业，粉女一句bff就可以让所有bully翻篇。真是充满了自以为有趣的傲慢。
水包酱,2024-12-07 09:33:28,上海,4星,62,看来Ari确实高度近视 所以在片场天天与hot得需要叫消防队的Jonathan Bailey演情侣 一转头还能看上丑得让人想报警的Ethan Slater
SpyLiu,2024-11-21 14:44:35,新加坡,2星,87,2.5，加上广告足足三小时，太长了，整个故事就是原作的搬演，很多设定已经俗套过时了，全片的歌曲还是蛮好听的。A妹的表演做作好笑（褒义），戏份比江姐还多，冲女配也是醉了，杨紫琼才该正儿八经地冲女配。
塔可饼斯基,2024-11-23 12:42:46,美国,2星,72,音乐剧改编上大银幕总会逃不过审美降级，对Wicked来说尤甚，特别是舞台奇观在这里都成了廉价绿幕特效的时候。以及，就这点事儿你还能拆个上下集来拍分两年来上？
江南小野田,2024-12-08 15:55:22,上海,5星,174,你看，奥兹国王什么咒语也不会，他宣称爱民如子，仅靠庞大的机器虚张声势就糊弄了所有人；人们原来以动物为师，而后来动物们不再说话直至丧失语言能力，这些历史都不会被记录；稍有出格的人会被视为刺头而受到谩骂和攻击，旁观者只需要走出一步而已，愤怒会发出让人胆寒的力量。
叶生,2024-11-24 13:03:07,加拿大,5星,222,对不起全是偏见，在gravity里嚎啕大哭。改编得非常非常非常非常好。这个世界需要这样的musical，是这个世界需要elphie和glinda。Defying gravity。
亵渎电影,2024-12-07 17:26:15,河北,1星,92,没想到是如此煎熬，前面2个小时太可怕了，难以忍受，无聊透了！看到一部音乐剧拆成上下两部，就知道会很冗长，会疯狂兑水。不是音乐剧这个类型本身的问题，是朱浩伟导演的问题吧，不懂调度，剧情老掉牙，人物沦为符号，故事逻辑和人物性格转变都毫无逻辑。我们以前经常吐槽迪士尼歌舞俗套叫“没有一首歌解决不了的问题”，环球这部音乐剧把这个迪士尼槽点成倍放大，直接让人这怀疑这群白人脑子有毛病，感觉是在围观一场大银幕灾难，还是最拖沓冗长的那种。主题方面很迪士尼，环球搞起政治正确，跟迪士尼一样厉害，让我们一起维护动物开口说话的权利吧，这没问题，动物命也是命。
苏案,2024-12-09 21:15:33,福建,3星,22,前半部美高青春片，怪女孩和校花互看不顺眼然后和解。故事东一榔头西一榔头的，双女主和解那段铺垫完全不够，导致后面两人共同逃亡在那里唱我希望你快乐我一脸平静。那个所谓的男主根本一点出现的必要都没有，该不会后面还有让爱的情节吧要真的有想跟编剧说这都2024年了。后半部的政治阴谋非常浅白。电影名打出注意到右下角还有个Part1差点晕过去。看在整体的场景和歌舞给个三星。
誒嘿嘿教主,2024-11-22 20:19:00,中国香港,5星,216,巨好看，我甚至感覺已經有幾年沒在電影院看過如此有能量的電影了！當然原舞台劇也很精品，這個改編異常出色，你可以感到扎實的人物建設，大部分角色很賤但是又都超級可愛！雙女主情感線清晰的遞進，然後在特定的幾個精準瞬間，只需要一個細節動作，人性的愛和美噴湧而出，瞬間淚目。160分鐘絲毫不覺得長，因為每一個鏡頭的溝通都是有效的。私心我真是太喜歡綠色的世界了。只能說在這個失去信念的時代，還能有如此生命力和善良真摯的情感，是會讓人重拾信念的作品。
躺在你的衣柜,2024-11-25 14:38:35,澳大利亚,1星,109,好无助 看一半只想说救救我
Hachiko,2024-12-06 13:40:03,四川,3星,34,别太苛责，花了几十块看个百老汇歌剧，不香吗？
Eric,2024-12-03 08:23:30,美国,1星,63,请这种东西不要出现在电影院里谢谢🙏
空山,2024-12-19 23:20:19,山东,未评分,8,那是你追求一生的东西。我不想要了。多么激荡灵魂的经典故事啊，拍得这么冗长、无聊是怎么回事？
打少,2024-11-20 19:41:07,澳大利亚,5星,196,ABSOLUTELY FABULOUS
Clayton Sun,2024-12-09 16:03:39,四川,2星,46,歌舞片剧情简单没问题 但起码要通顺吧 故事写得东一榔头西一棒子的什么呀这都是 快三个小时的剧情还要未完待续 大家都很闲吗？
