用户名,评论时间,IP属地,评论分数,有用数量,短评内容
龙的新娘,2024-12-03 22:40:53,重庆,5星,83,男的真的只会想方设法阻止女性成功
云炸雪花,2024-06-06 14:36:57,天津,5星,221,很好的一部励志片，感觉还是女人与海的片名翻译更好，影片里明明多处强调了女性，她们的困境，她们的努力，她们的勇敢。结果译名轻飘飘抹去了性别，这不好吧。以及某条热赞短评是在干什么😅踩一捧一，又蠢又坏。也不是你一个阉人说了算的.jpg
邓安庆,2024-07-24 09:06:58,江苏,3星,58,跟另外一部《泳不放弃》（讲世界级运动员黛安娜·尼亚德）都给我带来同样的疑问：两位杰出的女性她们的真实人生，都被塞到几乎是同样的故事模型之中，讲述变得平滑浅薄，适合一波三折的戏剧节奏变化。可如果去了解她们的经历，会发现其复杂和曲折，远超电影所限定的“激励人生”的叙事模式。真实的力量被削弱了，她们的人生也并未很好地呈现出来。这是我觉得遗憾的地方。如果有她们的纪录片，我更愿意去看。
FreeBacon,2024-07-26 12:46:21,云南,5星,116,一百年前女孩们不被允许参加竞技体育，一百年后这部电影不被允许拥有它的姓名。
赫恩曼尼,2024-06-17 18:17:10,北京,5星,82,终于看成了这部电影，拍片少得可怜，几乎没有宣传。看着在海浪中搏击的女孩，哭到不能自已。人们为她燃起指明方向的篝火，而我此时就像被困浅滩的孤独者，谁来点燃我的光呢？
阿德,2024-06-02 12:42:52,北京,5星,108,个人年度十佳之一，这才是真正的女性电影。影片既有燃情、励志的一面，也有打破女性偏见的一面。观众被女性逆袭故事打动的同时，也会被时代女性力量所感动。同时，本片由《加勒比海盗》系列幕后团队倾力打造，采用了大量实景拍摄的海中游泳镜头，也是一部非常适合在大银幕感受的好电影。总之，一定要去电影院看呀，排片太少了，且看且珍惜！
现在就是后悔,2024-06-21 23:29:12,北京,5星,178,结尾报幕，一个个女性电影人的名字与阳光下的大海交映相辉（泪
柴郡猫,2024-08-03 22:14:40,江苏,5星,109,不要再说“跟那时候比我们现在已经好多了”，我们现在能好，就是因为她们当年没有说“跟那时候比我们现在已经好多了”
枫树时光机,2024-06-01 14:52:09,辽宁,3星,130,中规中矩。看得时候感慨万千，很多权利其实是先人争取来的，要倍加珍惜。
Accinstant,2024-06-22 18:10:34,浙江,4星,249,屠夫的女儿，男权社会，听障，没有像样的训练条件，没有高科技装备，赢下了纯正的古典主义极限挑战。她竖起女性力量的旗帜，100年后都在迎风招展
