用户名,评论时间,IP属地,评论分数,有用数量,短评内容
小小朋友,2018-02-05 21:04:59,,4星,226,很少看一部电影看三遍，这部电影除外，除了杰克与肉丝的爱情，我更喜欢影片中，让女人与儿童先走的呐喊，面对死亡不停息的演奏者们等等，人性的光辉总是一部影片最吸引人和最打动人的。
杨迪,2009-12-19 14:11:19,,5星,122,汶川人都去电影院看过
易老邪,2011-06-25 15:44:58,,3星,173,如此平庸的一部片却缔造了一个票房神话。
命中注定的爱,2018-03-09 21:54:14,,4星,77,经典中的经典，小时候看场面宏大，剧情感人，他们的爱情让我记忆由心，好看！
扌丁月佥,2017-03-22 12:42:50,,5星,202,一直没有看过，直到上了大一才找出来看，真的是哭的一塌糊涂，从此喜欢上小李子。
端木夜,2018-03-15 15:55:22,,4星,78,非常经典的一部电影，满满的童年回忆，再看一遍，还是很感人
梦里诗书,2015-08-02 17:41:17,,5星,112,电影所呈现的虽然是一场灾难，却再难有一部电影能如《泰坦尼克号》这般给人以灾难中洞彻心灵爱的美好，杰克与露西他们之间的生死绝恋是一场永恒之爱，杰克的离去，露丝其实一直代替着他精彩的活下去，电影结局处露丝魂归梦处，杰克的想迎，爱在此便成了永恒。
思路乐,2023-04-06 12:56:41,福建,5星,22,【A】依旧有着属于卡梅隆的元素包容性——深海探索、历史再现、工业崇拜、阶级图景、女性独立和复杂又无可辩驳的人性呈现。不过影片最终又未曾过于深入任意一点，整体构成也绝非至善至美，但最终效果指向一种不可动摇的普世性，顺滑而流畅的叙事不断折射出顶级好莱坞的核心评判准则（也是卡梅隆实现商业胜利的深层原因，精挑细选后的简练成品）。前两幕的爱情戏码或许是过于经典，损失了不少惊喜和化学反应，但仍有着质朴的情节驱动力，也毫无疑问能看清「爱」的塑形过程。直到第三幕的沉船高潮，可能定义了好莱坞复杂场面调度的极限，酣畅淋漓又精疲力尽，卡梅隆用这样的奇观执行证明了自己作为「电影暴君」的正当性，代表着其职业生涯的最高影像成就，再无复刻可能。
over,2022-06-12 23:29:15,,5星,67,我心里最完美的电影。唯一让我几次嚎啕大哭怎么都止不住，直到结束时眼肿耳鸣的电影。至今看过的最好的爱情片，更是最好的灾难片。爱与永恒，泰坦尼克号的故事永远悲凉，也壮美。活在我心里的不只有Jack和Rose，更有直到生命最后一刻还在岗位上坚守的船工和船员们，体面而敬畏地演奏乐章的小提琴手们，还有那位儒雅温柔的设计师，那位给两个孩子讲故事的妈妈，那些唯一决定划船回去的人们，还有太多太多。灾难目睹人类的渺小，更见证人类的伟大。
米麻薯草莓奶绿,2023-04-15 14:28:16,上海,5星,81,Rose 之后真的去学了骑马，那些照片太催泪😭😭😭😭😭😭😭下次重映也要去看
Kitteridge,2022-11-08 07:25:14,上海,4星,111,死到临头坚持演奏的几位乐手真是哲人
Untitled,2023-02-12 15:57:33,美国,5星,71,泰坦尼克号上映25周年大银幕重映，上次看大概还是20年前上小学的时候，时光飞逝，经典永存（真三个多小时无尿点。灾难中的人性和爱情，it’s a sad story，人类之于海洋之于宇宙过分渺小，but my heart will go on. 杰克肉丝真是这个世界美好的存在<3
bekey,2018-03-19 20:08:47,,4星,232,当my heart will go on响起时，很多人都会因为看过电影中至死不渝的爱情而一顿唏嘘感叹。是啊，这是一部跨越阶级和生死的爱恋。前有门当户对甚至更富有但却不爱的未婚夫做反面，后有生死离的考验。矛盾冲突点都很尖锐，让观众一次又一次将心提到嗓门边，也让这份爱变得更恒久绵长。
媛木子,2017-03-04 10:54:47,,5星,59,非常经典，当初小李子的Jack真的是帅到腿软啊！
思无邪,2018-03-04 09:19:31,,4星,178,不圆满的爱情才更让人难以忘怀吧，但说实话就算他们活了下来他们能在一起吗？女方父母会同意吗？在灾难面前人的生命是多么的渺小。小李子年轻时真帅
