用户名,评论时间,IP属地,评论分数,有用数量,短评内容
梦梦梦梦,2017-03-14 08:31:56,,5星,135,经典的港片，几个演员都是实力派，演技在线，看的过瘾。
石头星,2017-03-26 21:10:21,,5星,112,无间道，港片辉煌的返照，香港的涉黑警匪片提升到一个新的高度，但港片总体已失去了生命力，那些趋之若鹜、时常津津乐道的时光一去不返。影片经典，故事好看完整，人际线错综复杂，逻辑合理，梁朝伟对内心世界的演绎简直完美。
尽欢,2018-04-08 09:42:27,,5星,74,两人虽然都是卧底，但是陈永仁是一个警察，而刘建明是一个黑社会分子。
滚滚的麻麻,2017-08-15 00:38:10,,4星,145,当年迷过梁朝伟，陷入眼神魅力无法自拔。
赱馬觀♣,2017-10-14 13:41:03,,4星,25,试音金曲为何偏偏选择蔡琴的被遗忘的时光？只因其中一句歌词有呼应到陈永仁用石膏手摩斯码报信：是谁，在敲打我窗？……总体上无间道与黑社会拍得已是相当之好，但以更高标准审视仍然存在一个港产电影难以克服的通病：篇幅太短。无间道比老马丁的翻拍少了五十分钟，黑社也只有教父的一半出头，即使算进中西差异导演偏好以及素材取舍等因素，也必须要承认偏短的叙事篇幅必然使情绪跌宕幅度加大，所以更适于讲述少角色与小格局的惊悚悬念。而涉黑通警群角多线的复杂故事体，还是更应该讲究相对缓稳推进的层次感，而这种层次感就需要有足够长的篇幅去支撑和足够多的小桥段去叠加堆砌。比如陈永仁路遇前女友携女逛街是应该被作为一条情感支线展开叙述的。现有方式或具某种含蓄意会，可就本片而言这种东方式的简洁风格并不适于去表现一位警方卧底的忍辱负重。
seabisuit,2016-10-08 08:03:44,,5星,40,和陈永仁一天生日的我也不爱带表，看过太多遍但百老汇粤语版重看依然感动。港人热衷的身份认同卧底题材走上天台并把该片推上后97时代港片巅峰同时也是衰落的开始，而刘建明生不如死要弃暗投明的心态和因开门而死映照香港以及这帮创作者的走势再合适不过。虽有为续集设置青年和几处硬伤但制作很强大。
小森林,2017-04-23 10:18:55,,5星,56,对不起我是警察，梁朝伟好帅演技好棒，这是香港影片的鼎盛时代
护你周全,2018-04-25 22:00:27,,4星,25,假作真时真亦假，真作假时假亦真！互为渗透，互难成全！不管是演员演技还是影片剧情，看的很是过瘾！
半缕清风绕指柔,2018-03-13 07:37:13,,5星,46,无间道，给经典满分，仁哥不要太帅。
铃儿响叮当,2017-02-11 15:41:51,,4星,20,其实就算后来人们没有说出那些无意中的经典桥段，当时看也觉得确实挺有深意的，看后值得回味的一部电影！
荞麦,2012-10-19 23:36:42,,4星,21,现在再看当然简陋。但一个“好主意”真是无敌的！而且难得的是，在“好主意”基础上的细节完成度也不错。
(๑⁼̴̀д⁼̴́๑),2016-11-07 16:25:04,,5星,33,永垂不朽的经典，或许再也没有一部能够替代他在我心中的地位。梁朝伟和刘德华帅气迷人，演技精湛，一直都是我心中的不老男神。
街,2023-02-06 22:41:51,河南,5星,33,还是想说。香港电影为什么总是有那么浓厚的宿命意味。镜头里总是明暗闪烁，像某种宗教的预言
梦里诗书,2015-04-22 17:26:59,,5星,33,警匪题材无疑是香港电影颇善把控的类型，而《无间道》则是该类型中的巅峰之作，它将警于匪的关系予以了一种互换式的呈现，紧凑且不失分寸的叙事架构，孰善孰恶所孕育而出是极佳的悬疑观感，用宿命所渲染无法更替的悲情，人性的深度在此无间得以耐人寻味的攫取。
T.V.Zoe ி,2010-11-25 12:30:47,,3星,30,就……还行吧 没那么那么好看吧
欢乐分裂,2013-10-10 21:51:05,,4星,17,按照250单子补标重看；眉尖的忧愁，煎熬的抉择，辗转的失眠，决战的天台和电梯，那一曲沙哑响起，跟随命运逐流；每个角色都极出色（几乎像是一场“本色”演出，几乎就是这些人一直以来包括日后的路线定型），连刘天王也不那么讨厌了，尤其看到杜汶泽当年那么青葱，真是啊啊啊！
林探惜,2016-03-28 09:07:11,,5星,37,节奏太好，小陈小余小杜正逢胶原蛋白鼎盛时期，下巴都是尖的！伟仔已经帅到我完全忽略他的身高了= =
卢鱼鱼er,2021-02-06 15:20:30,,5星,45,陈永仁不怕见光却始终活在地下，刘建明黑底洗白受身无间，却必须永远背负黑白两道“一将功成万骨枯”的宿命。权力斗争和博弈之下，掌权者可以一键删除公义和真相、身份和人生，有资格谈论公义，可以选择做个好人。感受到强烈的压抑窒息和身份焦虑，尤其今日看来更像一语成谶。
天才小猫崔然竣,2022-02-19 21:22:11,,5星,53,我为什么到2022年才！看！完！帅哥密度高得我晕厥🆘名场面一个接一个 碟中谍计中计 卧底扮卧底 内鬼抓内鬼。你方唱罢我登场 真是一出好戏好精彩。当时的电影好敢拍 好人通通不得善终 反派倒是一将功成万骨枯真是看得我唏嘘不已啊。
月涩,2017-02-10 14:38:59,,4星,67,几位影帝的表演无懈可击！看的过瘾！
爱情海,2017-04-27 21:45:54,,5星,88,无间道，这么精彩经典的警匪港片，我居然最近才看，人际线错综复杂，逻辑合理，梁朝伟对内心世界与忧郁眼神的演绎简直完美。
顾盼,2018-04-14 14:55:47,,5星,29,我想做一个好人，我不是一个好人。我想像一个正常人一样生活，我有使命。
柯里昂,2015-03-04 18:36:36,,5星,40,十佳
诸葛若见,2011-07-01 02:03:29,,5星,25,刘健明与陈永仁在黑社会与警察双重身份中挣扎，两人都忠于职守，可无间炼狱没有轮回，只有永远受苦。2003-03-06
鎮長,2017-06-25 21:01:29,,5星,33,我也忘了看過幾遍。華仔當年沒辦法拿到金馬獎也是沒辦法，梁朝偉演技根本是神。因為愛我把這片美版日版都看了一輪，都拼不過原作....
蓝色啄木鸟,2017-02-22 12:48:30,,5星,36,歌儿很好听，港片经典！
