用户名,评论时间,IP属地,评论分数,有用数量,短评内容
尹乃文_eleven,2017-04-13 14:56:32,,未评分,216,那些喷靠情怀圈钱的，我就特别想问，你既然有这个情怀，难道真的还不值那几十块钱的电影票钱？
玄马,2017-04-15 18:39:40,,5星,43,那些说情怀圈钱抵制重映的，真该在现场看看满座的盛况。二十年前的电影还能满座，而现在的这些垃圾二年后还有谁记得？坐我身边的小哥从头欢乐到尾，还不时跺脚拍大腿，到了尾声，小哥摘了眼镜抹眼泪，我都要惊呆了因为我已经看过十几遍了。
koala,2014-10-26 12:57:56,,5星,39,小时候看不懂的，是“造化弄人”这几个字。小时候我只记得最后决战的千钧一发，我不懂人会真挚的爱上几个人，不懂爱如咳嗽一样是无法抑制的，不懂这世界有那样多我们无从掌控的事，就如命运的轮回，再努力挣扎也跳不出去。在那什么都不懂的当年，留下的只有那一滴泪。而后走上漫漫取经路，一切一肩承担
Ocap,2016-07-04 19:11:41,,5星,32,某个周日晚看完，至少连续两周无法出戏，严重影响备考复习，不过太值得了。从此以后我唯一的天朝女神就是那时候的朱茵了，此始而终不改。大话西游两部合成一片来看，赢得了我心中的影史四最：最高境界的无厘头，最私人的大众电影，最无需逼格衡量的仙片，最没有架子的神作。→17.4.23影院二刷。圆满。→20.8.13 影院第三刷with 睡着的fhl。
东篱,2018-03-06 09:54:35,,5星,125,我的意中人是一个盖世英雄。上天既然安排他拔出我的紫青宝剑，他一定是个不平凡的人，错不了！我知道有一天他会在一个万众瞩目的情况下出现，身批金甲圣衣，脚踏七彩祥云来娶我！
千寻亿选,2011-01-04 15:13:56,,5星,30,大话西游两集的票房高达4600万，位列当年票房第6和第8，怎么会导致星彩公司倒闭呢？
Vicon,2017-07-30 00:42:40,,1星,143,小时候，看着看着就笑了；长大后，看着看着就tm关了
呀酱,2022-06-21 06:35:40,,5星,32,深夜，重看了《大话西游》上下部，大恸，尤其是下部，仿佛从来没有看过似的，悟到了爱情片的精义：爱上一个人，不需要理由。所有的一本正经，都是虚伪；只有一本正经的胡说八道，才是真诚。年轻时不懂这些，懂了这些时，却已无可诉说。影片剧作之繁复，在港片史上可谓空前绝后，悟空的无数分身，紫霞的一体两面，剧作者犹可控，而时空的跳跃与裁剪，则纯是上帝在捉刀了。今天的年轻人已经习惯无厘头的艺术风格，但是在当年，这是石破天惊的艺术突破，周星驰改良并丰富了中国文学的叙事手段，进尔改造了国民性，他对当代中国文化的影响，可能大于所有人。感谢周星驰，孑孑然，遗世而孤立，保存了赤子之心，当影迷无耻老去时，他依然站立在90年代的夕阳里，真纯不改。
momax,2017-04-11 07:36:05,,5星,34,喜欢的话，在家里多刷几遍就好，不要变成某些人炒冷饭，骗钱的对象！情怀迟早一天要消耗光的！
what'swilliam,2017-04-15 16:09:17,,5星,18,1.旁边有两个初中女生来看，其中一个指着白晶晶问，那个是莫文蔚？另一个回答，好像是吧。2.大银幕看起来真的不一样。3.新出现的那两个妖怪当年被剪掉是对的，因为太。山。寨。了。4.因为新增镜头前半段剪辑很生硬。5.那些20年前的笑点现在还是很好笑啊。6.其实我还是更爱《月光宝盒》。
琦殿,2010-02-03 16:17:18,,5星,52,后来才学会反复看
忧伤的德古拉,2022-01-02 18:20:47,,3星,80,恕我直言，我觉得影评里什么第三层第四层的的全在放屁。像极了以前小学做语文题，鲁迅说“家里有两棵枣树”，问，鲁迅这么写有什么含义。鲁迅os：我真没想表达啥啊兄弟们🤦‍♂️。也很烦你们一直讲的那句话，什么“再看已是剧中人”“你们还太小还看不懂”（很不想承认但我还真不小了），我的妈起鸡皮疙瘩..真是矫情啊....怎么，要舍身取义啦？要担起重大责任放弃真爱啦？啧啧啧（此处缺一个李安八字眉龇嘴图）。一大帮子人在寥寥几个胡扯的人的引领下硬生生神化了一部片👍为我浪费的这几个小时而向自己道歉。
卡戎,2017-04-12 00:47:23,,3星,189,封神了？我觉得一般
有没有红茶呢,2022-08-20 19:25:05,北京,3星,70,感觉有些过誉了，get不到里面的感情线，难道不就是至尊宝人见人爱嘛..感觉有点尬，自我代入至尊宝的男的会不会其实是猪八戒呢
命中注定的爱,2018-03-22 07:39:48,,3星,52,看过无数遍，一直到现在都不明白电影演的是什么，很郁闷，但是很喜欢里面的一句台词“人和妖精都是妈生的，不同的是，人是人他妈生的，妖是妖他妈生的……你妈贵姓啊？”很有深意！
六道骸,2022-05-10 13:21:31,,2星,47,我是真的觉得这部电影非常的莫名其妙，对不起我就是一个get不到周星驰的俗人。另外，我真的恐拿至尊宝当头像的男的了，无一例外都是自我感动自我感觉过好的无语矫情男。
momo,2023-07-13 10:35:25,浙江,1星,124,明目张胆把女人当慰安妇，别太下🗡️了😅
Acidflowersky.,2017-04-21 22:45:01,,2星,96,以后谁再跟我说伟大的经典情怀必看什么的我就扇他。。
[己注销],2011-03-18 10:43:16,,3星,86,很搞笑，但被网上过度夸大
